Id,성분,효능,브랜드명,스킨케어,제품명,가격,전성분표기,효능.1,피부타입,이미지url,비건인증,유니크,일반성분,고유성분,
DS5,"Ceramide NP, Camellia Sinensis Leaf Extract, Saccharomyces Ferment Filtrate, 1,2-Hexanediol, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Lecithin, Polyquaternium-51, Dextrin, Triethylhexanoin, Trilaureth-4 Phosphate, Theobroma Cacao (Cocoa) Seed Extract, Ulmus Davidiana Root Extract, Amaranthus Caudatus Seed Extract, Camellia Sinensis Leaf Water, Water, Schisandra Chinensis Fruit Extract, Ethylhexylglycerin, Sodium Hyaluronate, Butylene Glycol, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Methylpropanediol","보습/수분 공급: 7, 용매: 4, 보습/진정: 3, 진정: 3, 항산화: 2, 유화성분: 2, 피부와 유사한 성분: 2, 흡수제: 1, 냄새 방지: 1, 향료: 1, 보존: 1, 세정/클렌징: 1, 점도조절 성분: 1",닥터슈라클,에센스/세럼/앰플,비건 콤부차 티 에센스 150,2533,"녹차수,홍차추출물,효모발효여과물,트라이에틸헥사노인,하이드로제네이티드폴리(C6-14올레핀),정제수,1??2-헥산다이올,메틸프로판다이올,병풀추출물,무화과추출물,카카오씨추출물,오미자추출물,당느릅나무뿌리추출물,줄맨드라미씨추출물,소듐하이알루로네이트,하이드로제네이티드레시틴,트라이라우레스-4포스페이트,폴리쿼터늄-51,해바라기씨오일불검화물,부틸렌글라이콜,덱스트린,세라마이드엔피,에틸헥실글리세린","수분공급,보습",모든피부,https://lghmaltr8820.cdn-nhncommerce.com/data/goods/20/12/53/1357/1357_detail_016.png,"한국비건인증원,ANIMAL FRIENDLY",1,12,,
ML4,"Michelia Alba Flower Oil, Juniperus Virginiana Oil, Lactobionic Acid, Lavandula Angustifolia (Lavender) Oil, Dipropylene Glycol, Salix Alba (Willow) Bark Extract, 1,2-Hexanediol, Pentylene Glycol, Decyl Glucoside, Panthenol, C12-14 Alketh-12, Tromethamine, Bambusa Vulgaris Water, Tocopherol, Cladosiphon Okamuranus Extract, Coffea Arabica (Coffee) Seed Extract, Anthemis Nobilis Flower Oil, Carbomer, Camellia Sinensis Leaf Extract, Water, Xanthan Gum, Citrus Paradisi (Grapefruit) Peel Oil, Olea Europaea (Olive) Fruit Oil, Ethylhexylglycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Adenosine, Citronellol, Pinus Densiflora Leaf Extract, Pelargonium Graveolens Flower Oil, Glycerin, Butylene Glycol, Centella Asiatica Leaf Extract, Citrus Aurantium Bergamia (Bergamot) Leaf Extract, Biosaccharide Gum-1, Methylpropanediol","보습/수분 공급: 6, 용매: 6, 진정: 5, 항산화: 4, 유화 안정화: 3, 향료: 3, 점도조절 성분: 3, 완충화제: 2, 항균: 1, 세포대화성분: 1, 냄새 방지: 1, 각질 제거: 1, 보존: 1, 피부와 유사한 성분: 1, 세정/클렌징: 1",멜릭서,에센스/세럼/앰플,멜릭서 비건 뱀부 하이드레이션 세럼 50,7600,"밤부사불가리스수,메틸프로판다이올,부틸렌글라이콜,글리세린,다이프로필렌글라이콜,정제수,펜틸렌글라이콜,1??2-헥산다이올,녹차추출물,병풀잎추출물,오카무라큰실말추출물,흰버드나무껍질추출물,커피콩추출물,베르가모트잎추출물,소나무잎추출물,올리브오일,연필향나무오일,센티드제라늄꽃오일,자몽껍질오일,라벤더오일,화이트참파카꽃오일,캐모마일꽃오일,판테놀,C12-14알케스-12,데실글루코사이드,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,트로메타민,아데노신,에틸헥실글리세린,바이오사카라이드검-1,락토바이오닉애씨드,토코페롤,카보머,잔탄검,시트로넬올","수분공급, 주름 개선",모든피부,https://kr.melixirskincare.com/web/product/tiny/202304/281778619f44c2611c01337d1cdc9e9e.jpg,PETA,0,15,,
BF2,"Glycyrrhiza Uralensis (Licorice) Extract, Polygonum Cuspidatum Extract, Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Rosa Damascena Flower Extract, Achillea Millefolium Flower Extract, Dipsacus Sylvestris Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Rubus Idaeus (Raspberry) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Calluna Vulgaris Extract, Scutellaria Baicalensis Root Extract, 1,2-Hexanediol, Fragrance, Hydroxyethylpiperazine Ethane Sulfonic Acid, Hydroxyethylcellulose, PEG-40 Hydrogenated Castor Oil, Chrysanthemum Parthenium (Feverfew) Extract, Panthenol, Tromethamine, Anthemis Nobilis Flower Extract, Calendula Officinalis Flower Extract, Camellia Sinensis Leaf Extract, Water, Octyldodeceth-16, Niacinamide, Citronellol, Sodium Hyaluronate, Algae Extract, Glycereth-26, Butylene Glycol, Centella Asiatica Extract, Stellaria Media (Chickweed) Extract, Alcohol Denat., Avena Sativa (Oat) Kernel Extract, Limonene","보습/수분 공급: 9, 진정: 6, 항산화: 5, 용매: 5, 향료: 4, 점도조절 성분: 3, 항균: 2, 수분 조절: 2, 완충화제: 2, 보습/진정: 2, 유화성분: 2, 여드름 예방: 1, 세포대화성분: 1, 냄새 방지: 1, 유화 안정화: 1, 미백: 1, 피부와 유사한 성분: 1, 세정/클렌징: 1",빌리프,스킨/토너,더 화이트 디콕션-얼티미트 브라이트닝 토너 200,1900,"정제수,변성알코올,부틸렌글라이콜,1??2-헥산다이올,글리세레스-26,나이아신아마이드,하이드록시에틸피페라진에탄설포닉애씨드,판테놀,히더추출물,피버퓨추출물,와일드티즐추출물,귀리커넬추출물,포트마리골드꽃추출물,개박하추출물,라즈베리잎추출물,와일드인디고뿌리추출물,별꽃추출물,서양톱풀꽃추출물,다마스크장미꽃추출물,라벤더꽃추출물,캐모마일꽃추출물,병풀추출물,감초추출물,녹차추출물,황금추출물,호장근추출물,로즈마리잎추출물,조류추출물,소듐하이알루로네이트,피이지-40하이드로제네이티드캐스터오일,트로메타민,하이드록시에틸셀룰로오스,옥틸도데세스-16,향료,시트로넬올,리모넨","보습,각질",모든피부,https://belifmall.com/web/product/big/202309/1c216574274d7d45cc6ab3ce5c16a652.jpg,한국비건인증원,2,16,,
EH2,Simmondsia Chinensis Seed Oil,보습/진정: 1,에센허브,에센스/세럼/앰플,에센허브 비건 호호바 100 오일 비정제 냉압착 60,6333,호호바씨오일,"트러블케어, 피부보호",건성,https://shop-phinf.pstatic.net/20221202_200/1669945317394zac5x_JPEG/71081097114233211_509930733.jpg?type=f295_381,"VeganSociety, EVE VEGAN, 한국비건인증원",0,1,,
PH1,"Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract, Malva Sylvestris (Mallow) Flower Extract, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil, Lippia Citrodora Flower Extract, Viscum Album (Mistletoe) Extract, Potassium Sulfate, Water, Medicago Sativa (Alfalfa) Extract, Equisetum Arvense Leaf Extract, Sodium Chloride, Lotus Corniculatus Flower Extract","점도조절 성분: 2, 수분 조절: 1, 보습/진정: 1, 용매: 1, 진정: 1",피츠,스킨/토너,토닉 오렌지 200,1900,"비터오렌지잎/잔가지추출물,정제수,소듐클로라이드,포타슘설페이트,비터오렌지잎/잔가지오일,레몬버베나꽃추출물,당아욱꽃추출물,서양벌노랑이꽃추출물,쇠뜨기잎추출물,자주개자리추출물,겨우살이추출물","진정, 수분공급",모든피부,https://www.s-ashe.co.kr/upfiles/product/599098148.jpg,COSMEBIO,0,5,,
PH2,"Achillea Millefolium, Melaleuca Viridiflora Leaf Oil, Water, Eucalyptus Globulus Leaf Extract, Eucalyptus Globulus Leaf Oil, Eucalyptus Globulus Leaf Water, Sea Salt, Salvia Officinalis (Sage) Oil","향료: 2, 항균: 1, 용매: 1",피츠,스킨/토너,토닉 유칼립투스 200,1900,"유칼립투스잎추출물,정제수,유칼립투스잎수,씨솔트,유칼립투스잎오일,니아울리나무잎오일,살비아오일,서양톱풀",진정,모든피부,https://www.s-ashe.co.kr/upfiles/product/1447541736.jpg,COSMEBIO,0,3,,
HT3,"Ocimum Basilicum (Basil) Leaf Water, Malus Domestica Fruit Extract, 2,3-Butanediol, Hydroxyacetophenone, Melia Azadirachta Flower Extract, Brassica Oleracea Acephala Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Water, Melia Azadirachta Leaf Extract, Adenosine, Sodium PCA, Sodium Phytate, Betaine, Prunus Mume Fruit Extract","보습/수분 공급: 5, 항산화: 2, 용매: 2, 세포대화성분: 1, 철합제: 1, 피부와 유사한 성분: 1",허스텔러,에센스/세럼/앰플,원더 베지 쥬시 트리트먼트 에센스 150,2533,"케일잎추출물,바질잎수,2??3-부탄다이올,파파야열매추출물,사과추출물,매실추출물,포도추출물,베타인,소듐피씨에이,하이드록시아세토페논,아데노신,소듐파이테이트,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,정제수",피부결개선,모든피부,https://shop-phinf.pstatic.net/20230808_252/1691489174458E1A8d_JPEG/6501261558788427_1607229124.jpg?type=m510,"PETA, EVE VEGAN",0,6,,
A2,"Rosmarinus Officinalis (Rosemary) Leaf/Stem Oil, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cymbopogon Schoenanthus Oil, Lavandula Angustifolia (Lavender) Flower Extract, Propanediol, Pentylene Glycol, Panthenol, Chenopodium Quinoa Seed Extract, Symphytum Officinale Leaf Extract, Caprylyl Glycol, Calendula Officinalis Flower Extract, Camellia Sinensis Leaf Extract, Panax Ginseng Root Extract, Ethylhexylglycerin, Arginine, Aloe Barbadensis Leaf Extract, Aloe Barbadensis Leaf Juice, Allantoin, Euterpe Oleracea Fruit Extract, Urtica Dioica (Nettle) Extract, Equisetum Arvense Extract, Sodium Hyaluronate, Sodium Hydroxide, Glycerin, Salvia Officinalis (Sage) Leaf Extract, Menthol, Methyl Gluceth-10","보습/수분 공급: 9, 진정: 8, 보습/진정: 4, 항산화: 3, 피부와 유사한 성분: 3, 냄새 방지: 2, 용매: 2, 수분 조절: 1, 완충화제: 1, 유화성분: 1, 향료: 1, 보존: 1",A24,스킨/토너,네츄럴리즘 스킨 후레쉬너 150,2533,"알로에베라잎즙,글리세린,판테놀,메틸글루세스-10,펜틸렌글라이콜,알지닌,소듐하이알루로네이트,알로에베라잎추출물,포트마리골드꽃추출물,녹차추출물,마트리카리아꽃추출물,쇠뜨기추출물,아사이팜열매추출물,라벤더꽃추출물,인삼추출물,로즈마리잎추출물,살비아잎추출물,컴프리잎추출물,쐐기풀추출물,퀴노아씨추출물,프로판다이올,카프릴릴글라이콜,멘톨,알란토인,로즈마리잎/줄기오일,에틸헥실글리세린,카멜그라스오일,소듐하이드록사이드",수분,모든피부,https://a24.kr/web/product/big/202012/44f020780b9f38e4a593cfa6d20107bc.jpg,CrueltyFree,0,12,5,
BJ7,"Melia Azadirachta Flower Extract, Moringa Oleifera Seed Oil, Eclipta Prostrata Leaf Extract, Rosa Damascena Callus Culture Extract, Caprylhydroxamic Acid, Coccinia Indica Fruit Extract, 1,2-Hexanediol, Eclipta Prostrata Extract, Propanediol, Polyglyceryl-10 Laurate, Polyglutamic Acid, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Carbomer, Water, Phyllanthus Emblica Fruit Extract, Melia Azadirachta Leaf Extract, Ethylhexylglycerin, Arginine, Arbutin, Euterpe Oleracea Fruit Extract, Adenosine, Rosa Centifolia Flower Water, Vaccinium Angustifolium (Blueberry) Fruit Extract, Butylene Glycol","보습/수분 공급: 4, 용매: 4, 항산화: 2, 세포대화성분: 1, 철합제: 1, 냄새 방지: 1, 보습/진정: 1, 유화성분: 1, 유화 안정화: 1, 보존: 1, 미백: 1, 피부와 유사한 성분: 1, 세정/클렌징: 1, 점도조절 성분: 1",보나쥬르,에센스/세럼/앰플,로즈스템설 탄력 앰플 30,12933,"프로방스장미꽃수,다마스크장미캘러스배양추출물,부틸렌글라이콜,정제수,알부틴,1??2-헥산다이올,폴리글루타믹애씨드,프로판다이올,로우스위트블루베리추출물,인디안구스베리열매추출물,크랜베리추출물,아사이팜열매추출물,한련초추출물,한련초잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물,인도멀구슬나무잎추출물,드럼스틱씨오일,아데노신,카프릴하이드록사믹애씨드,폴리글리세릴-10라우레이트,카보머,알지닌,에틸헥실글리세린","미백, 피부결, 모공, 탄력, 리페어","건성, 지성",https://www.bonajour.com/web/product/big/202209/5d94966694a04b3cbf536875ba7f3f6d.jpg,VeganSociety,1,13,,
MP1,"Hydroxyacetophenone, Polyglyceryl-4 Laurate, Barosma Betulina Leaf Extract, Lactobacillus/Soybean Ferment Extract, Dipropylene Glycol, Dipotassium Glycyrrhizate, Disodium EDTA, Scutellaria Baicalensis Root Extract, Salix Alba (Willow) Bark Extract, Polyglyceryl-10 Laurate, Chamaecyparis Obtusa Leaf Extract, Tromethamine, Caprylyl Glycol, Capryloyl Salicylic Acid, Carbomer, Water, Cinnamomum Cassia Bark Extract, Gaultheria Procumbens (Wintergreen) Leaf Extract, Origanum Vulgare Leaf Extract, Citric Acid, Glycerin, Butylene Glycol, Portulaca Oleracea Extract","보습/수분 공급: 5, 항산화: 3, 용매: 3, 진정: 3, 완충화제: 2, 유화성분: 2, 흡수제: 1, 항균: 1, 수분 조절: 1, 철합제: 1, 냄새 방지: 1, 보습/진정: 1, 유화 안정화: 1, 각질 제거: 1, 향료: 1, 피부와 유사한 성분: 1, 세정/클렌징: 1, 점도조절 성분: 1",메리플래닛,스킨/토너,멜로우 비건  토너 250,1560,"정제수,다이프로필렌글라이콜,글리세린,부틸렌글라이콜,하이드록시아세토페논,폴리글리세릴-10라우레이트,카프릴릴글라이콜,폴리글리세릴-4라우레이트,카보머,파스향나무잎추출물,트로메타민,다이소듐이디티에이,카프릴로일살리실릭애씨드,다이포타슘글리시리제이트,바추잎잎추출물,오레가노잎추출물,흰버드나무껍질추출물,편백잎추출물,쇠비름추출물,육계나무껍질추출물,황금추출물,락토바실러스/콩발효추출물,시트릭애씨드",각질개선,모든피부,https://merryplanet.co.kr/web/product/big/202308/c78f61ea44c2f7dcb3531d4f52c91c8c.png,한국비건인증원,1,17,,
A6,"Rosa Rugosa Leaf Extract, Benzyl Glycol, Hydrolyzed Hyaluronic Acid, Melissa Officinalis Leaf Extract, Lactobionic Acid, Lavandula Angustifolia (Lavender) Oil, 1,2-Hexanediol, Hexapeptide-9, Hyaluronic Acid, Hydrolyzed Glycosaminoglycans, Hydroxypropyltrimonium Hyaluronate, Hydrogenated Lecithin, Propanediol, Polyisobutene, Polyglyceryl-10 Stearate, Polyglyceryl-10 Laurate, Chamaecyparis Obtusa Leaf Extract, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Panthenol, Tripeptide-1, Caprylyl/Capryl Glucoside, Copper Tripeptide-1, Carbomer, Camellia Sinensis Leaf Extract, Water, Xylitylglucoside, Xylitol, Ethylhexylglycerin, Niacinamide, Arginine, Allantoin, Acetyl Hexapeptide-8, Adenosine, Butyrospermum Parkii (Shea) Butter, Sorbitan Oleate, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Acetylated Hyaluronate, Glycerin, Glucose, Hippophae Rhamnoides Fruit Extract, Gluconic Acid, Butylene Glycol, Centella Asiatica Extract, Anhydroxylitol, Mandelic Acid","보습/수분 공급: 18, 세포대화성분: 8, 피부와 유사한 성분: 5, 용매: 5, 진정: 5, 항산화: 4, 유화성분: 4, 점도조절 성분: 3, 유화 안정화: 2, 각질 제거: 2, 세정/클렌징: 2, 여드름 예방: 1, 항균: 1, 완충화제: 1, 철합제: 1, 냄새 방지: 1, 보습/진정: 1, 향료: 1, 보존: 1, 미백: 1",A24,로션/크림,메디에이터 매지컬 릴렉싱 슬리핑팩 230,1696,"병풀추출물,글리세린,프로판다이올,부틸렌글라이콜,정제수,나이아신아마이드,1??2-헥산다이올,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,폴리아이소부텐,카보머,알지닌,시어버터,편백잎추출물,폴리글리세릴-10라우레이트,하이드로제네이티드레시틴,판테놀,알란토인,에틸헥실글리세린,아데노신,해당화잎추출물,카프릴릴/카프릴글루코사이드,솔비탄올리에이트,폴리글리세릴-10스테아레이트,레몬밤잎추출물,소듐하이알루로네이트,벤질글라이콜,자일리틸글루코사이드,하이드롤라이즈드글라이코사미노글리칸,안하이드로자일리톨,라벤더오일,자일리톨,글루코닉애씨드,만델릭애씨드,소듐하이알루로네이트크로스폴리머,글루코오스,하이드롤라이즈드하이알루로닉애씨드,락토바이오닉애씨드,녹차추출물,비타민나무열매추출물,하이드록시프로필트라이모늄하이알루로네이트,하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,팔미토일트라이펩타이드-1,팔미토일펜타펩타이드-4,헥사펩타이드-9,아세틸헥사펩타이드-8,트라이펩타이드-1,카퍼트라이펩타이드-1","미백,주름개선",모든피부,https://a24.kr/web/product/big/202012/f74fcb2064a9005d39dadd1debc04086.jpg,CrueltyFree,2,18,,
DS2,"Moringa Oleifera Seed Oil, Eclipta Prostrata Leaf Extract, Ceramide NP, Hydrolyzed Hyaluronic Acid, Fructooligosaccharides, Resveratrol, Laminaria Japonica Extract, Lavandula Angustifolia (Lavender) Oil, Dicaprylyl Carbonate, Disodium EDTA, 1,2-Hexanediol, Eclipta Prostrata Extract, Hydrogenated Polydecene, Dimethiconol, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Lecithin, Propanediol, Polyquaternium-51, Polyglyceryl-10 Stearate, Polyglycerin-3, Vitis Vinifera (Grape) Seed Oil, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Titanium Dioxide, Triethoxycaprylylsilane, Tromethamine, Collagen, Anthemis Nobilis Flower Oil, Caprylyl Glycol, Caprylic/Capric Triglyceride, Water, Xanthan Gum, Melia Azadirachta Leaf Extract, Isononyl Isononanoate, Olea Europaea (Olive) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, C12-20 Alkyl Glucoside, C14-22 Alcohols, Aluminum Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Adenosine, Agar, Sodium Hyaluronate, Pelargonium Graveolens Flower Oil, Glycerin, Glucose, Cyclohexasiloxane, Vinyl Dimethicone, Butylene Glycol, Betaine, Beta-Glucan, Juniperus Mexicana Oil, Cyamopsis Tetragonoloba (Guar) Gum, Leuconostoc/Radish Root Ferment Filtrate","보습/수분 공급: 15, 보습/진정: 10, 용매: 6, 점도조절 성분: 6, 유화성분: 3, 유화 안정화: 3, 향료: 3, 피부와 유사한 성분: 3, 냄새 방지: 2, 보존: 2, 진정: 2, 항균: 1, 항산화: 1, 완충화제: 1, 세포대화성분: 1, 철합제: 1, 착색제: 1, 자외선 차단: 1, 세정/클렌징: 1",닥터슈라클,로션/크림,비건 액티브 베리 리프팅 크림 75,5333,"정제수,프로판다이올,글리세린,사이클로헥사실록세인,1??2-헥산다이올,베타인,폴리글리세린-3,하이드로제네이티드폴리(C6-14올레핀),아이소노닐아이소노나노에이트,다이카프릴릴카보네이트,카프릴릭/카프릭트라이글리세라이드,폴리글리세릴-10스테아레이트,하이드로제네이티드폴리데센,다시마추출물,한련초잎추출물,크랜베리추출물,한련초추출물,인도멀구슬나무잎추출물,포도씨오일,소듐하이알루로네이트,하이드로제네이티드레시틴,올리브오일,센티드제라늄꽃오일,라벤더오일,캐모마일꽃오일,오렌지껍질오일,멕시칸주니퍼오일,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,C14-22알코올,비닐다이메티콘,다이메티콘올,C12-20알킬글루코사이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,폴리쿼터늄-51,다이소듐이디티에이,아데노신,프룩토올리고사카라이드,부틸렌글라이콜,구아검,아가,베타-글루칸,하이드롤라이즈드하이알루로닉애씨드,글루코오스,식물성스쿠알란,잔탄검,티타늄디옥사이드,콜라겐,드럼스틱씨오일,류코노스톡/무발효여과물,레스베라트롤,세라마이드엔피,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,에틸헥실글리세린,카프릴릴글라이콜",안티에이징,건성,https://lghmaltr8820.cdn-nhncommerce.com/data/goods/23/01/02/1540/1540_detail_053.png,"한국비건인증원,ANIMAL FRIENDLY",2,17,,
DS3,"Hydroxyacetophenone, Moringa Oleifera Seed Oil, Eclipta Prostrata Leaf Extract, Ceramide NP, Hydrolyzed Hyaluronic Acid, Fructooligosaccharides, Resveratrol, Laminaria Japonica Extract, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, 1,2-Hexanediol, Eclipta Prostrata Extract, Hydrogenated Lecithin, Diglycerin, Vitis Vinifera (Grape) Seed Oil, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Titanium Dioxide, Triethoxycaprylylsilane, Tromethamine, Collagen, Anthemis Nobilis Flower Oil, Caprylyl Glycol, Carbomer, Water, Xanthan Gum, Melia Azadirachta Leaf Extract, Isononyl Isononanoate, Olea Europaea (Olive) Fruit Oil, Octyldodeceth-16, Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Aluminum Hydroxide, Adenosine, Agar, Sodium Hyaluronate, Pelargonium Graveolens Flower Oil, Glycerin, Glycereth-26, Butylene Glycol, Centella Asiatica Extract, Betaine, Beta-Glucan, Ficus Carica (Fig) Fruit Extract, Juniperus Mexicana Oil, Methylpropanediol, Cyamopsis Tetragonoloba (Guar) Gum, Leuconostoc/Radish Root Ferment Filtrate","보습/수분 공급: 13, 보습/진정: 6, 점도조절 성분: 5, 피부와 유사한 성분: 4, 용매: 4, 항산화: 3, 진정: 3, 냄새 방지: 2, 유화성분: 2, 유화 안정화: 2, 향료: 2, 보존: 2, 항균: 1, 완충화제: 1, 세포대화성분: 1, 철합제: 1, 착색제: 1, 자외선 차단: 1",닥터슈라클,에센스/세럼/앰플,비건 액티브 베리 퍼스트 에센스 150,2667,"정제수,글리세린,1??2-헥산다이올,메틸프로판다이올,글리세레스-26,병풀추출물,무화과추출물,다시마추출물,한련초잎추출물,크랜베리추출물,한련초추출물,인도멀구슬나무잎추출물,하이드로제네이티드레시틴,소듐하이알루로네이트,포도씨오일,올리브오일,센티드제라늄꽃오일,라벤더오일,캐모마일꽃오일,오렌지껍질오일,멕시칸주니퍼오일,다이글리세린,아이소노닐아이소노나노에이트,옥틸도데세스-16,카보머,트로메타민,아데노신,다이소듐이디티에이,프룩토올리고사카라이드,부틸렌글라이콜,구아검,아가,베타-글루칸,베타인,하이드롤라이즈드하이알루로닉애씨드,세라마이드엔피,잔탄검,티타늄디옥사이드,드럼스틱씨오일,레스베라트롤,콜라겐,류코노스톡/무발효여과물,식물성스쿠알란,트라이에톡시카프릴릴실레인,알루미늄하이드록사이드,하이드록시아세토페논,에틸헥실글리세린,카프릴릴글라이콜",안티에이징,건성,https://lghmaltr8820.cdn-nhncommerce.com/data/goods/22/12/52/1537/1537_detail_060.png,"한국비건인증원,ANIMAL FRIENDLY",2,16,,
BF1,"Hydrolyzed Sodium Hyaluronate, Nepeta Cataria Extract, Baptisia Tinctoria Root Extract, Alchemilla Vulgaris Leaf Extract, Soluble Proteoglycan, Hydrolyzed Hyaluronic Acid, Rosmarinus Officinalis (Rosemary) Leaf Oil, Rubus Idaeus (Raspberry) Leaf Extract, Citrus Aurantifolia (Lime) Oil, Diphenyl Dimethicone, Dicaprylyl Ether, 1,2-Hexanediol, Hydroxypropyltrimonium Hyaluronate, Propanediol, Pentylene Glycol, Ferulic Acid, Tocopherol, Caprylic/Capric/Succinic Triglyceride, Calendula Officinalis Flower Extract, Gellan Gum, Geraniol, Water, Citrus Aurantium Dulcis (Orange) Peel Oil, Ethylhexylglycerin, Aloe Barbadensis Leaf Polysaccharides, Aloe Barbadensis Leaf Juice, Urtica Dioica (Nettle) Leaf Extract, Citronellol, Citral, Equisetum Arvense Leaf Extract, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Sodium Citrate, Pelargonium Graveolens Flower Oil, Glycerin, Butylene Glycol, Stellaria Media (Chickweed) Extract, Alcohol Denat., Avena Sativa (Oat) Kernel Extract, Magnesium Sulfate, Limonene, Linalool","보습/수분 공급: 10, 용매: 8, 향료: 7, 항산화: 5, 보습/진정: 5, 수분 조절: 3, 냄새 방지: 3, 피부와 유사한 성분: 3, 진정: 3, 점도조절 성분: 3, 항균: 2, 유화성분: 2, 완충화제: 1, 철합제: 1, 보존: 1",빌리프,스킨/토너,슈퍼 드랍스-비타민 워터 트리트먼트 150,2800,"정제수,프로판다이올,글리세린,변성알코올,1??2-헥산다이올,다이페닐다이메티콘,카프릴릭/카프릭/석시닉트라이글리세라이드,알로에베라잎즙,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,소듐하이알루로네이트크로스폴리머,하이드록시프로필트라이모늄하이알루로네이트,페룰릭애씨드,알로에베라잎폴리사카라이드,개박하추출물,귀리커넬추출물,라즈베리잎추출물,포트마리골드꽃추출물,와일드인디고뿌리추출물,별꽃추출물,레이디스맨틀잎추출물,쇠뜨기잎추출물,쐐기풀잎추출물,다이카프릴릴에터,마그네슘설페이트,젤란검,부틸렌글라이콜,소듐시트레이트,토코페롤,펜틸렌글라이콜,에틸헥실글리세린,수용성프로테오글리칸,라임전초오일,오렌지껍질오일,센티드제라늄꽃오일,로즈마리잎오일,리모넨,시트로넬올,시트랄,제라니올,리날룰",미백,모든피부,https://belifmall.com/web/product/big/202309/cd3768339afee4f0f7dc56c45008e517.jpg,한국비건인증원,0,15,,
